part_id,descr,part_type,min_year,max_year,url,img_url
970c00pr0639,Legs and Olive Green Hips with Camouflage Print,legs,2014,2016,https://rebrickable.com/parts/970c00pr0639/legs-and-olive-green-hips-with-camouflage-print,https://img.rebrickable.com/img/pieces/elements/6064615.jpg
970c00pr0125,Legs and Hips with Chain Mail Print,legs,2009,2009,https://rebrickable.com/parts/970c00pr0125/legs-and-hips-with-chain-mail-print,https://img.rebrickable.com/img/pieces/elements/4549910.jpg
970c00pr0800,"Left Leg, Trans-Light Blue Right Leg, and Dark Blue Hips with Gray Scaled Armor and Black Claws Print",legs,2015,2015,https://rebrickable.com/parts/970c00pr0800/left-leg+-trans-light-blue-right-leg+-and-dark-blue-hips-with-gray-scaled-armor-and-black-claws-prin,https://img.rebrickable.com/img/pieces/elements/6102369.jpg
970c00pr0674,"Left Leg, Trans-Light Blue Right Leg, and Dark Green Hips with Sand Green Scaled Armor and Scars Print",legs,2014,2015,https://rebrickable.com/parts/970c00pr0674/left-leg+-trans-light-blue-right-leg+-and-dark-green-hips-with-sand-green-scaled-armor-and-scars-pri,https://img.rebrickable.com/img/pieces/elements/6075729.jpg
970d00pr0807,"Left Leg, Trans-Light Blue Right Leg, and Dark Blue Hips with Copper Armor, Glowing Bones and White Claws Print",legs,2015,2015,https://rebrickable.com/parts/970d00pr0807/left-leg+-trans-light-blue-right-leg+-and-dark-blue-hips-with-copper-armor+-glowing-bones-and-white-,https://img.rebrickable.com/img/pieces/elements/6102584.jpg
970d00pr0667,"Left Leg, Trans-Light Blue Right Leg, and Dark Brown Hips with Fur, Loincloth, Glowing Bones and White Toenails Print",legs,2014,2015,https://rebrickable.com/parts/970d00pr0667/left-leg+-trans-light-blue-right-leg+-and-dark-brown-hips-with-fur+-loincloth+-glowing-bones-and-whi,https://img.rebrickable.com/img/pieces/elements/6074574.jpg
970d00pr0806,"Right Leg, Bright Light Orange Left Leg, and Light Bluish Gray Hips with Dark Red and Gray Straps with Pouches and Belt Print",legs,2015,2015,https://rebrickable.com/parts/970d00pr0806/right-leg+-bright-light-orange-left-leg+-and-light-bluish-gray-hips-with-dark-red-and-gray-straps-wi,https://img.rebrickable.com/img/pieces/elements/6103430.jpg
970c00pr0112,Legs and Black Hips with Fantasy Era Wizard Print,legs,2007,2008,https://rebrickable.com/parts/970c00pr0112/legs-and-black-hips-with-fantasy-era-wizard-print,https://img.rebrickable.com/img/pieces/elements/4506811.jpg
970c00pr0479,Legs and Hips with Armor and Silver Knee Pads Print,legs,2013,2013,https://rebrickable.com/parts/970c00pr0479/legs-and-hips-with-armor-and-silver-knee-pads-print,https://img.rebrickable.com/img/pieces/elements/6029855.jpg
970c00pr0251,Legs and Hips with White Apron and Cooking Utensils Print,legs,2011,2011,https://rebrickable.com/parts/970c00pr0251/legs-and-hips-with-white-apron-and-cooking-utensils-print,https://img.rebrickable.com/img/pieces/elements/6023656.jpg
970c00pr0597,Legs and Hips with Tool Belt and Reflective Stripes Print,legs,2014,2014,https://rebrickable.com/parts/970c00pr0597/legs-and-hips-with-tool-belt-and-reflective-stripes-print,https://img.rebrickable.com/img/pieces/elements/6057889.jpg
970c00pr0284,Legs and Hips with Loose Fitting Ammo Belt Print,legs,2012,2012,https://rebrickable.com/parts/970c00pr0284/legs-and-hips-with-loose-fitting-ammo-belt-print,https://img.rebrickable.com/img/pieces/elements/4652087.jpg
970c00pr0455,Legs and Hips with Elven Armour Tails Print,legs,2012,2014,https://rebrickable.com/parts/970c00pr0455/legs-and-hips-with-elven-armour-tails-print,https://img.rebrickable.com/img/pieces/elements/6023063.jpg
970c00pb036,Legs and Hips with Alpha Team Arctic Silver Zippers and Orange Straps Print,legs,2004,2004,https://rebrickable.com/parts/970c00pb036/legs-and-hips-with-alpha-team-arctic-silver-zippers-and-orange-straps-print,https://img.rebrickable.com/img/pieces/118/3815c01.png
970c00pr0485,Legs and Hips with Paint Spots Medium Azure Print,legs,2013,2013,https://rebrickable.com/parts/970c00pr0485/legs-and-hips-with-paint-spots-medium-azure-print,https://img.rebrickable.com/img/pieces/elements/6031246.jpg
85863pr0076,Microfig Lego Champion Female Pink Dress,legs,2011,2013,https://rebrickable.com/parts/85863pr0076/microfig-lego-champion-female-pink-dress,https://img.rebrickable.com/img/pieces/elements/6024397.jpg
16925pr0003c01,Friends - Hips and Legs with White Trousers and Black Boots Print,legs,2014,2016,https://rebrickable.com/parts/16925pr0003c01/friends-hips-and-legs-with-white-trousers-and-black-boots-print,https://img.rebrickable.com/img/pieces/elements/6089207.jpg
2587pr0030,"Minifig Breastplate with Leg Protection, Heroic Knight Print",legs,2013,2013,https://rebrickable.com/parts/2587pr0030/minifig-breastplate-with-leg-protection+-heroic-knight-print,https://img.rebrickable.com/img/pieces/elements/6020234.jpg
970c00pr0351,Legs and Lime Hips with Swamp Plants and Scales Print,legs,2012,2012,https://rebrickable.com/parts/970c00pr0351/legs-and-lime-hips-with-swamp-plants-and-scales-print,https://img.rebrickable.com/img/pieces/elements/6005465.jpg
970c00pb006,Legs and Hips with Alpha Team Gray Pockets and Orange Stripe Print (Flex),legs,2001,2001,https://rebrickable.com/parts/970c00pb006/legs-and-hips-with-alpha-team-gray-pockets-and-orange-stripe-print-flex,https://img.rebrickable.com/img/pieces/elements/9339.jpg
970c00pr0011,Legs and Blue Hips with Wrinkles and Yellow Stripe Print,legs,2012,2012,https://rebrickable.com/parts/970c00pr0011/legs-and-blue-hips-with-wrinkles-and-yellow-stripe-print,https://img.rebrickable.com/img/pieces/elements/6019091.jpg
970c11pb20,Legs and Dark Red Hips with SW Belt and Dark Red Sash Print,legs,2014,2014,https://rebrickable.com/parts/970c11pb20/legs-and-dark-red-hips-with-sw-belt-and-dark-red-sash-print,https://img.rebrickable.com/img/pieces/elements/4552006.jpg
21019pat03,Legs with Dark Purple Boots and Dark Purple Hips,legs,2015,2015,https://rebrickable.com/parts/21019pat03/legs-with-dark-purple-boots-and-dark-purple-hips,https://img.rebrickable.com/img/pieces/elements/6120889.jpg
41879pb003,Minifig Legs Short with Dark Bluish Gray Feet and Side Piping Print,legs,2014,2014,https://rebrickable.com/parts/41879pb003/minifig-legs-short-with-dark-bluish-gray-feet-and-side-piping-print,https://img.rebrickable.com/img/pieces/320/41879.png
970c00pr0216,Legs and Hips with SW Luminara Unduli Print,legs,2011,2011,https://rebrickable.com/parts/970c00pr0216/legs-and-hips-with-sw-luminara-unduli-print,https://img.rebrickable.com/img/pieces/elements/6022361.jpg
970c00pr0131,"Legs and Hips with Kneepads, Chain and Belt Print",legs,2009,2010,https://rebrickable.com/parts/970c00pr0131/legs-and-hips-with-kneepads+-chain-and-belt-print,https://img.rebrickable.com/img/pieces/elements/4552671.jpg
973pb0751c01,Torso LEGO Universe Nexus Astronaut Pattern / Orange Arms / Orange Hands,legs,2010,2010,https://rebrickable.com/parts/973pb0751c01/torso-lego-universe-nexus-astronaut-pattern-orange-arms-orange-hands,https://img.rebrickable.com/img/ni.png
4j007,"Police - Black Legs, Black Jacket, White Helmet, Light Flesh Head",legs,2004,2004,https://rebrickable.com/parts/4j007/police-black-legs+-black-jacket+-white-helmet+-light-flesh-head,https://img.rebrickable.com/img/ni.png
970c00pr0379,Legs and Hips with Robot Armour with Silver and Red Print,legs,2012,2012,https://rebrickable.com/parts/970c00pr0379/legs-and-hips-with-robot-armour-with-silver-and-red-print,https://img.rebrickable.com/img/pieces/elements/6008011.jpg
970c00pr0406,Legs and Hips with Gunbelt and Zipped Pocket Print,legs,2013,2015,https://rebrickable.com/parts/970c00pr0406/legs-and-hips-with-gunbelt-and-zipped-pocket-print,https://img.rebrickable.com/img/pieces/elements/6018588.jpg
970c00pr0823,Legs and Black Hips with Silver and Black Armor Print,legs,2015,2015,https://rebrickable.com/parts/970c00pr0823/legs-and-black-hips-with-silver-and-black-armor-print,https://img.rebrickable.com/img/pieces/elements/6105945.jpg
970c00pr0323,Legs and Hips with Red Energy Print (NRG Cole),legs,2012,2012,https://rebrickable.com/parts/970c00pr0323/legs-and-hips-with-red-energy-print-nrg-cole,https://img.rebrickable.com/img/pieces/elements/6020818.jpg
970c00pr0203,Legs and Hips with Ninja Robes and Gold Fireball Print,legs,2011,2011,https://rebrickable.com/parts/970c00pr0203/legs-and-hips-with-ninja-robes-and-gold-fireball-print,https://img.rebrickable.com/img/pieces/elements/4667798.jpg
970c02pb01,Legs and Blue Hips with Western Indians Black Belt and Blue Fringe Print,legs,1997,2002,https://rebrickable.com/parts/970c02pb01/legs-and-blue-hips-with-western-indians-black-belt-and-blue-fringe-print,https://img.rebrickable.com/img/pieces/elements/4570435.jpg
970c00pr0358,Legs and Hips with White Hospital Lab Coattails Print,legs,2012,2012,https://rebrickable.com/parts/970c00pr0358/legs-and-hips-with-white-hospital-lab-coattails-print,https://img.rebrickable.com/img/pieces/elements/6005723.jpg
970c00pb025,"Legs and Hips with Western Indians Dark Turquoise/White Triangles, Fringe Print",legs,1997,2002,https://rebrickable.com/parts/970c00pb025/legs-and-hips-with-western-indians-dark-turquoisewhite-triangles+-fringe-print,https://img.rebrickable.com/img/pieces/4/3815cw3.png
970c00pr0715,Legs and Hips with Silver Studs and Knee Plates Print,legs,2014,2014,https://rebrickable.com/parts/970c00pr0715/legs-and-hips-with-silver-studs-and-knee-plates-print,https://img.rebrickable.com/img/pieces/elements/6080705.jpg
970c00pr0742,Legs and Hips with Coattails and White Cord Print (Joker),legs,2014,2014,https://rebrickable.com/parts/970c00pr0742/legs-and-hips-with-coattails-and-white-cord-print-joker,https://img.rebrickable.com/img/pieces/elements/6086673.jpg
970c00pr0629,Legs and Reddish Brown Hips with Orc Loincloth Print,legs,2013,2014,https://rebrickable.com/parts/970c00pr0629/legs-and-reddish-brown-hips-with-orc-loincloth-print,https://img.rebrickable.com/img/pieces/elements/6062621.jpg
970c00pr0184,Legs and Green Hips with Green Short Swimsuit Print,legs,2011,2012,https://rebrickable.com/parts/970c00pr0184/legs-and-green-hips-with-green-short-swimsuit-print,https://img.rebrickable.com/img/pieces/elements/4610064.jpg
firec023,"Fire - Flame Badge and 2 Buttons, Black Legs, Black Male Hair",legs,1999,1999,https://rebrickable.com/parts/firec023/fire-flame-badge-and-2-buttons+-black-legs+-black-male-hair,https://img.rebrickable.com/img/ni.png
