part_id,descr,part_type,min_year,max_year,url,img_url
44791,Sports Hockey Chest Protector,accessory,2003,2003,https://rebrickable.com/parts/44791/sports-hockey-chest-protector,https://img.rebrickable.com/img/ni.png
33120,Ice Cream Cone with Ice Cream,accessory,1998,1998,https://rebrickable.com/parts/33120/ice-cream-cone-with-ice-cream,https://img.rebrickable.com/img/pieces/15/33120.png
20643,MINI HAT NO. 2,accessory,2015,2015,https://rebrickable.com/parts/20643/mini-hat-no.-2,https://img.rebrickable.com/img/pieces/elements/6115579.jpg
33013pb02,Cake with Red Cherries and Chocolate Wedges and Pink Frosting Print,accessory,2000,2000,https://rebrickable.com/parts/33013pb02/cake-with-red-cherries-and-chocolate-wedges-and-pink-frosting-print,https://img.rebrickable.com/img/ni.png
60748,Minifig Helmet Castle with Cheek Protection and Studded Bands,accessory,2008,2009,https://rebrickable.com/parts/60748/minifig-helmet-castle-with-cheek-protection-and-studded-bands,https://img.rebrickable.com/img/pieces/elements/4519684.jpg
15498,Minifig Stovepipe Hat with Beard [Lincoln],accessory,2014,2014,https://rebrickable.com/parts/15498/minifig-stovepipe-hat-with-beard-%5Blincoln%5D,https://img.rebrickable.com/img/pieces/elements/6056757.jpg
23901,"Minifig Cape Cloth, Tattered Edges (SW Kylo Ren)",accessory,2015,2016,https://rebrickable.com/parts/23901/minifig-cape-cloth+-tattered-edges-sw-kylo-ren,https://img.rebrickable.com/img/pieces/elements/6126021.jpg
22393,MINI VISOR NO.1,accessory,2016,2016,https://rebrickable.com/parts/22393/mini-visor-no.1,https://img.rebrickable.com/img/pieces/elements/6127053.jpg
19857pat0003,Minifig Ninjago Wrap Type 2 with Blue Wraps and Knot Pattern,accessory,2015,2016,https://rebrickable.com/parts/19857pat0003/minifig-ninjago-wrap-type-2-with-blue-wraps-and-knot-pattern,https://img.rebrickable.com/img/pieces/elements/6113987.jpg
55295,Minifig Tool Small Hammer - 6-Rib Handle,accessory,1995,2013,https://rebrickable.com/parts/55295/minifig-tool-small-hammer-6-rib-handle,https://img.rebrickable.com/img/pieces/0/55295.png
22602,Minifig Tool Screwdriver with 4 Prongs with Green Tip and White Handle Print (Sonic Screwdriver),accessory,2015,2015,https://rebrickable.com/parts/22602/minifig-tool-screwdriver-with-4-prongs-with-green-tip-and-white-handle-print-sonic-screwdriver,https://img.rebrickable.com/img/pieces/elements/6122423.jpg
18398pr0003,Minifig Armor Breastplate with Shoulder Pads and Chima Razar Print,accessory,2015,2015,https://rebrickable.com/parts/18398pr0003/minifig-armor-breastplate-with-shoulder-pads-and-chima-razar-print,https://img.rebrickable.com/img/pieces/elements/6101854.jpg
11691pr0002,Minifig Visor Chin Guard Elaborate with Silver Fangs Print,accessory,2013,2013,https://rebrickable.com/parts/11691pr0002/minifig-visor-chin-guard-elaborate-with-silver-fangs-print,https://img.rebrickable.com/img/pieces/elements/6021269.jpg
13285pr02,Minifig Pauldron Cloth with Black Neck and Black Stripes Print,accessory,2012,2012,https://rebrickable.com/parts/13285pr02/minifig-pauldron-cloth-with-black-neck-and-black-stripes-print,https://img.rebrickable.com/img/ni.png
92747pr0005,OVAL SHIELD DEC NO 5,accessory,2015,2015,https://rebrickable.com/parts/92747pr0005/oval-shield-dec-no-5,https://img.rebrickable.com/img/pieces/elements/6124648.jpg
604549,Minifig Tool Cordless Electric Impact Wrench / Drill,accessory,2013,2016,https://rebrickable.com/parts/604549/minifig-tool-cordless-electric-impact-wrench-drill,https://img.rebrickable.com/img/pieces/0/604549.png
22183,"HEAD NO. 6, 2015 ASS.",accessory,2015,2015,https://rebrickable.com/parts/22183/head-no.-6+-2015-ass.,https://img.rebrickable.com/img/pieces/elements/6122633.jpg
604552,Minifig Tool Box Wrench - 3-Rib Handle,accessory,2013,2016,https://rebrickable.com/parts/604552/minifig-tool-box-wrench-3-rib-handle,https://img.rebrickable.com/img/pieces/0/604552.png
