part_id,descr,part_type,part_type_id,num_parts,num_sets,num_colors,min_year,max_year,url,img_url
30480,Minifig Head Protocol Droid,Minifigs,6,13,14,6,2000,2011,https://rebrickable.com/parts/30480/minifig-head-protocol-droid,https://img.rebrickable.com/img/pieces/142/30480.png
56656,Minifig Head Modified Bionicle Inika Toa Nuparu,Minifigs,6,3,3,1,2006,2006,https://rebrickable.com/parts/56656/minifig-head-modified-bionicle-inika-toa-nuparu,https://img.rebrickable.com/img/pieces/elements/4298922.jpg
93106,"Minifig Metal Detector, no Stud on Search Head",Minifig Accessories,26,4,4,1,2013,2016,https://rebrickable.com/parts/93106/minifig-metal-detector+-no-stud-on-search-head,https://img.rebrickable.com/img/pieces/elements/4637372.jpg
604550,Minifig Tool Screwdriver with Wide Head and 3-Rib Handle,Minifig Accessories,26,16,19,2,2013,2016,https://rebrickable.com/parts/604550/minifig-tool-screwdriver-with-wide-head-and-3-rib-handle,https://img.rebrickable.com/img/pieces/0/604550.png
3626cpr1373,Minifig Head with Necromancer Mask Print [Hollow Stud],Minifigs,6,1,1,1,2013,2013,https://rebrickable.com/parts/3626cpr1373/minifig-head-with-necromancer-mask-print-%5Bhollow-stud%5D,https://img.rebrickable.com/img/pieces/elements/6063314.jpg
55298,Minifig Tool Screwdriver with Narrow Head and 6-Rib Handle,Minifig Accessories,26,106,111,4,1995,2013,https://rebrickable.com/parts/55298/minifig-tool-screwdriver-with-narrow-head-and-6-rib-handle,https://img.rebrickable.com/img/pieces/8/55298.png
6131pr0006,Minifig Wizards Hat with Red Dragon Head Print,Minifig Accessories,26,1,1,1,2013,2013,https://rebrickable.com/parts/6131pr0006/minifig-wizards-hat-with-red-dragon-head-print,https://img.rebrickable.com/img/pieces/elements/6039897.jpg
10166pr0001,Minifig Hair Short Tousled with Silver Headphones Print,Minifig Accessories,26,2,2,2,2012,2014,https://rebrickable.com/parts/10166pr0001/minifig-hair-short-tousled-with-silver-headphones-print,https://img.rebrickable.com/img/pieces/elements/6006770.jpg
93219pr0002,"Minifig Cap, Curved Bill with Seams and Button on Top and Gold with Black Minifig Head Print",Minifig Accessories,26,1,1,1,2011,2011,https://rebrickable.com/parts/93219pr0002/minifig-cap+-curved-bill-with-seams-and-button-on-top-and-gold-with-black-minifig-head-print,https://img.rebrickable.com/img/pieces/elements/4609580.jpg
2586pr0006,Minifig Shield Ovoid with Boar Head and Silver Border Print,Minifig Accessories,26,1,1,1,2012,2012,https://rebrickable.com/parts/2586pr0006/minifig-shield-ovoid-with-boar-head-and-silver-border-print,https://img.rebrickable.com/img/pieces/elements/6000293.jpg
2587pr0031,Minifig Breastplate - Leg Protection and Dragon Head Print,Minifig Accessories,26,3,3,1,2013,2014,https://rebrickable.com/parts/2587pr0031/minifig-breastplate-leg-protection-and-dragon-head-print,https://img.rebrickable.com/img/pieces/elements/6039890.jpg
19729pr0004,Minifig Head Modified Cube with Minecraft Enderman Face Print,Minifigs,6,1,3,1,2014,2014,https://rebrickable.com/parts/19729pr0004/minifig-head-modified-cube-with-minecraft-enderman-face-print,https://img.rebrickable.com/img/pieces/elements/6103093.jpg
93219pr0007,"Minifig Cap, Short Curved Bill with Seams and Button on Top and Yellow Badge with Minifig Head Print",Minifig Accessories,26,2,2,1,2014,2015,https://rebrickable.com/parts/93219pr0007/minifig-cap+-short-curved-bill-with-seams-and-button-on-top-and-yellow-badge-with-minifig-head-print,https://img.rebrickable.com/img/pieces/elements/6062931.jpg
93219pr0005,"Minifig Cap, Short Curved Bill with Seams and Button on Top and Black Minifig Head on Metallic Silver Print",Minifig Accessories,26,1,1,1,2012,2012,https://rebrickable.com/parts/93219pr0005/minifig-cap+-short-curved-bill-with-seams-and-button-on-top-and-black-minifig-head-on-metallic-silve,https://img.rebrickable.com/img/ni.png
3626c,Minifig Head Plain [Hollow Stud],Minifigs,6,74,149,22,2009,2016,https://rebrickable.com/parts/3626c/minifig-head-plain-%5Bhollow-stud%5D,https://img.rebrickable.com/img/pieces/47/3626c.png
64805pr0004,Minifig Head Modified Ewok with Dark Green Hood Print,Minifigs,6,1,1,1,2011,2011,https://rebrickable.com/parts/64805pr0004/minifig-head-modified-ewok-with-dark-green-hood-print,https://img.rebrickable.com/img/pieces/elements/6021076.jpg
3626cpr1840,Minifig Head with Medium Azure Zigzag Line Print [Hollow Stud],Minifigs,6,1,1,1,2016,2016,https://rebrickable.com/parts/3626cpr1840/minifig-head-with-medium-azure-zigzag-line-print-%5Bhollow-stud%5D,https://img.rebrickable.com/img/pieces/elements/6134568.jpg
3626bp63,Minifig Head Alien with Robot Silver Print [Blocked Open Stud],Minifigs,6,6,6,1,1994,1996,https://rebrickable.com/parts/3626bp63/minifig-head-alien-with-robot-silver-print-%5Bblocked-open-stud%5D,https://img.rebrickable.com/img/pieces/0/3626bp63.png
92761pr0001,"Minifig Head Top, SW Zabrak Horns, Savage Opress Print",Minifigs,6,1,2,1,2011,2011,https://rebrickable.com/parts/92761pr0001/minifig-head-top+-sw-zabrak-horns+-savage-opress-print,https://img.rebrickable.com/img/pieces/elements/6020296.jpg
3626cpr1283,Minifig Head Nindroid with Red Eyes and Mask Print [Hollow Stud],Minifigs,6,3,3,1,2014,2014,https://rebrickable.com/parts/3626cpr1283/minifig-head-nindroid-with-red-eyes-and-mask-print-%5Bhollow-stud%5D,https://img.rebrickable.com/img/pieces/elements/6057706.jpg
92761pr0002,"Minifig Head Top, SW Zabrak Horns, Darth Maul Print",Minifigs,6,5,7,1,2011,2015,https://rebrickable.com/parts/92761pr0002/minifig-head-top+-sw-zabrak-horns+-darth-maul-print,https://img.rebrickable.com/img/pieces/elements/6020297.jpg
53705,"Minifig Axe Head, Clip-on (Viking) [Thin Clip]",Minifig Accessories,26,69,179,8,2005,2015,https://rebrickable.com/parts/53705/minifig-axe-head+-clip-on-viking-%5Bthin-clip%5D,https://img.rebrickable.com/img/pieces/elements/6108518.jpg
56661,Minifig Head Modified Bionicle Piraka Reidak with Eyes and Teeth Print,Minifigs,6,3,3,1,2006,2006,https://rebrickable.com/parts/56661/minifig-head-modified-bionicle-piraka-reidak-with-eyes-and-teeth-print,https://img.rebrickable.com/img/pieces/elements/4296954.jpg
3626bpb0251,"Minifig Head Alien with SW Jawa, Yellow Eyes Print [Blocked Open Stud]",Minifigs,6,1,3,1,2005,2005,https://rebrickable.com/parts/3626bpb0251/minifig-head-alien-with-sw-jawa+-yellow-eyes-print-%5Bblocked-open-stud%5D,https://img.rebrickable.com/img/pieces/elements/4582532.jpg
3626bpx326,"Minifig Head Skull Evil with Eyebrows, White Print Print [Blocked Open Stud]",Minifigs,6,1,2,1,2005,2005,https://rebrickable.com/parts/3626bpx326/minifig-head-skull-evil-with-eyebrows+-white-print-print-%5Bblocked-open-stud%5D,https://img.rebrickable.com/img/pieces/elements/4582532.jpg
10907,Minifig Headgear Helmet Space with Open Face and Top Hinge,Minifig Accessories,26,14,18,6,2012,2016,https://rebrickable.com/parts/10907/minifig-headgear-helmet-space-with-open-face-and-top-hinge,https://img.rebrickable.com/img/pieces/elements/6008350.jpg
3626cpr0872,Minifig Head Male with Red Energy Print (NRG Cole) [Hollow Stud],Minifigs,6,1,1,1,2012,2012,https://rebrickable.com/parts/3626cpr0872/minifig-head-male-with-red-energy-print-nrg-cole-%5Bhollow-stud%5D,https://img.rebrickable.com/img/pieces/elements/6020816.jpg
3626cpr1282,Minifig Head Silver Mechanical Mask / Red Eyes Nindroid Print [Hollow Stud],Minifigs,6,7,11,1,2014,2014,https://rebrickable.com/parts/3626cpr1282/minifig-head-silver-mechanical-mask-red-eyes-nindroid-print-%5Bhollow-stud%5D,https://img.rebrickable.com/img/pieces/elements/6057702.jpg
3626bpb0034,Minifig Head Alien with Copper Skin and Silver Eyepiece Print [Blocked Open Stud],Minifigs,6,6,8,1,1998,1999,https://rebrickable.com/parts/3626bpb0034/minifig-head-alien-with-copper-skin-and-silver-eyepiece-print-%5Bblocked-open-stud%5D,https://img.rebrickable.com/img/pieces/elements/4582532.jpg
